gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
DOCK5	-0.601772132	5.201308928	-1.223927913	0.238786709	0.734019958	-5.525954203
SUMO1	-0.601859429	3.03805537	-1.056596438	0.306468095	0.789597334	-5.645795944
LYRM2	-0.601900033	3.602331814	-1.271509262	0.221812187	0.716361274	-5.447024394
POLR3G	-0.602100761	0.623496758	-0.827689092	0.420082528	0.860729543	-5.54721225
VPS50	-0.602536642	5.601239265	-1.156954396	0.264358235	0.759694959	-5.595748128
NPM1P40	-0.602552973	1.543269786	-0.951172259	0.355736702	0.821412118	-5.574307875
RP11-726G1.1	-0.602587462	5.853079188	-1.313913978	0.207496193	0.704669889	-5.410891621
SEPT7P2	-0.602595357	4.445604534	-1.218006871	0.24096764	0.736134499	-5.532622142
GTPBP10	-0.602746072	4.185052407	-1.360739188	0.192552074	0.691678657	-5.358408904
ANKRD42	-0.602771502	3.882824268	-1.379369953	0.186852341	0.690532696	-5.327143505
CEP350	-0.602780582	6.183281346	-1.346800274	0.19690738	0.696492077	-5.363966834
PLSCR2	-0.603000086	0.606609493	-0.881604856	0.391108367	0.835366508	-5.501807815
BCORP1	-0.60301943	1.757565751	-0.94279445	0.359875823	0.821412118	-5.61136944
EFCC1	-0.6030493	3.396416495	-1.161283716	0.262644833	0.759002648	-5.560992885
RBM41	-0.603112248	3.328284065	-1.235079512	0.23472068	0.731307456	-5.474371626
SEC22A	-0.603123075	4.933461025	-1.108433153	0.28414161	0.778341266	-5.654356231
CD101	-0.603130529	2.099118529	-1.07369744	0.298965379	0.786946752	-5.531332761
RPL23AP7	-0.603221206	0.56037326	-0.780095032	0.446779888	0.874838263	-5.574267632
CLASP2	-0.603272613	6.493012077	-1.324649449	0.203990785	0.701020469	-5.383600321
PUS7	-0.60332813	3.76463999	-1.012662189	0.326367336	0.810810221	-5.732542038
RP11-29H23.5	-0.603460929	1.295548924	-0.964410919	0.349263388	0.821412118	-5.52761982
ZNF563	-0.603488898	2.515970817	-1.244222004	0.231427463	0.728518933	-5.395408183
TMCO5A	-0.603673531	1.526703408	-0.968153235	0.347448458	0.821412118	-5.556654524
OR7E94P	-0.603767589	2.720852817	-1.207681575	0.244807554	0.742003148	-5.457366575
DOCK11P1	-0.603785669	0.069662449	-0.705512408	0.490687686	0.874838263	-5.560103051
GPAT2	-0.603786121	2.85874352	-1.20933902	0.244188007	0.741336864	-5.468180093
RTN4	-0.604140049	6.766458133	-1.130043248	0.275198505	0.767602411	-5.598322685
HAUS1	-0.604144787	3.516694657	-1.32939067	0.202457763	0.69982935	-5.373516117
MRPL39	-0.604183956	1.948510677	-1.048854342	0.309909424	0.793582587	-5.536986016
MACF1	-0.604269216	7.675257866	-1.227347438	0.237534148	0.733975433	-5.462224606
MTND5P8	-0.604367017	-1.5442399	-0.595405185	0.559943005	0.891490383	-5.554532999
RP11-300D11.3	-0.604726185	-1.592491003	-0.584851119	0.566845985	0.894915718	-5.563507448
RPL7P51	-0.604726185	-1.592491003	-0.584851119	0.566845985	0.894915718	-5.563507448
ROCK2	-0.604735368	5.350804172	-1.296580942	0.213256764	0.708443479	-5.439414595
RP11-417N10.5	-0.605219261	-1.001770917	-0.77907928	0.447361	0.874838263	-5.424668176
PRKY	-0.605277322	3.666435042	-0.654274261	0.52227633	0.877852142	-6.020106085
PURA	-0.605277632	5.495019134	-1.185979423	0.253031622	0.75157842	-5.565340974
TGIF2LX	-0.60536032	-1.185026862	-0.607778769	0.55190723	0.886649065	-5.533533401
RNF111	-0.605381286	4.144913716	-1.164943258	0.261203074	0.757304091	-5.586798724
GAMTP2	-0.605482215	-0.201288371	-0.670644422	0.512060744	0.877852142	-5.550784059
RP11-224O19.4	-0.605521635	-1.794252167	-0.732731062	0.474374695	0.874838263	-5.488316667
RP1-130G2.1	-0.605521635	-1.794252167	-0.732731062	0.474374695	0.874838263	-5.488316667
ACTR3BP6	-0.605521635	-1.794252167	-0.732731062	0.474374695	0.874838263	-5.488316667
CHCHD4P4	-0.605521635	-1.794252167	-0.732731062	0.474374695	0.874838263	-5.488316667
GLRX3P2	-0.605521635	-1.794252167	-0.732731062	0.474374695	0.874838263	-5.488316667
GTF2IP2	-0.605521635	-1.794252167	-0.732731062	0.474374695	0.874838263	-5.488316667
OR52V1P	-0.605521635	-1.794252167	-0.732731062	0.474374695	0.874838263	-5.488316667
SNX18P27	-0.605521635	-1.794252167	-0.732731062	0.474374695	0.874838263	-5.488316667
ZNF366	-0.605539504	2.202082093	-1.103018523	0.286415845	0.780994133	-5.514012335
NKX3-1	-0.605609351	1.647511226	-1.052434557	0.308314569	0.792096004	-5.493489084
CRB2	-0.605655413	2.365369148	-0.906269593	0.378307166	0.828943795	-5.720654231
NPY1R	-0.605770484	0.94145202	-0.797113401	0.437113897	0.874062392	-5.61588272
MTND6P21	-0.605798423	-2.072560733	-0.643586625	0.529007341	0.877852142	-5.564896049
KRTAP10-8	-0.605798423	-2.072560733	-0.643586625	0.529007341	0.877852142	-5.564896049
LCE3C	-0.605798423	-2.072560733	-0.643586625	0.529007341	0.877852142	-5.564896049
TUBGCP5	-0.605850506	4.341315621	-1.340668243	0.198848259	0.69719736	-5.38600333
OR5D17P	-0.606005892	-1.034424285	-0.688792526	0.500870433	0.874838263	-5.484439562
ADH5	-0.606091736	4.354193013	-1.288869134	0.215860112	0.711018753	-5.448889204
NFE2L3P1	-0.606410024	-0.363097313	-0.644748941	0.52827298	0.877852142	-5.550482033
CCNG1	-0.60657776	2.696341897	-1.218052259	0.240950864	0.736134499	-5.443334465
RP11-613E4.5	-0.607027779	2.230678956	-1.025635118	0.320397713	0.802814994	-5.594888537
RP11-180P8.4	-0.607094008	-1.610996221	-0.57635888	0.572432724	0.897742861	-5.569381246
IRF1	-0.607245661	6.03867239	-1.072759653	0.299373303	0.787597858	-5.676491693
RP11-96J19.1	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
OFD1P4Y	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
EIF5A2P1	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
RP11-615I2.3	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
RP11-112L18.1	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
RP11-605P22.1	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
RPS7P3	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
RPS3AP53	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
RP11-491H9.3	-0.607313861	-2.120811836	-0.694034598	0.49766474	0.874838263	-5.536805607
HIST2H2BA	-0.607473641	-0.324602617	-0.662825149	0.516925964	0.877852142	-5.542930139
STMN1P2	-0.607504581	-1.592491003	-0.583102794	0.5679938	0.895893162	-5.564456661
RPL12P33	-0.607860233	-1.421412301	-0.630121374	0.537556143	0.880185998	-5.528404373
STAG3L1	-0.607862345	3.148571025	-1.324508567	0.20403648	0.701020469	-5.356859068
KPNA1	-0.607880707	4.415376468	-1.250661274	0.229129643	0.726155196	-5.494693595
CTC1	-0.607890132	4.886797222	-1.3727754	0.188854017	0.690532696	-5.349389386
ELMSAN1	-0.60806935	5.692934595	-1.288108492	0.216118242	0.711403515	-5.444674829
FOXD4L1	-0.608126745	-1.504071883	-0.63608123	0.533762986	0.87823748	-5.528966123
CDC14C	-0.608226259	-0.369127703	-0.776505208	0.448835736	0.874838263	-5.463448343
CENPVP3	-0.608226259	-0.369127703	-0.776505208	0.448835736	0.874838263	-5.463448343
NT5M	-0.608233659	1.773659571	-1.050576294	0.309141613	0.792775793	-5.512337065
RP4-583P15.14	-0.608240194	-2.120811836	-0.545611962	0.592896823	0.908728505	-5.62283397
UBE2Q2P1	-0.608354958	4.287651473	-1.330529767	0.202090823	0.699535994	-5.397620626
SLC25A4	-0.608687697	4.127241212	-1.005880154	0.329519522	0.814921929	-5.750544771
C6ORF89	-0.608797815	5.487748294	-1.394986112	0.182180776	0.686964814	-5.316401229
MOBP	-0.608836807	3.130588799	-1.19337997	0.250203757	0.748289731	-5.508071579
MYH1	-0.608839465	1.352702231	-0.799244706	0.435912732	0.873562872	-5.67362487
COL6A4P2	-0.608880704	1.78535585	-1.089571263	0.292122151	0.784318623	-5.474944646
NKX2-8	-0.608930237	1.171609646	-1.003084207	0.330825311	0.816370222	-5.47459511
OR2M4	-0.60898252	-0.626960144	-0.694312223	0.497495298	0.874838263	-5.499277525
RP11-318G8.2	-0.6092747	-1.034424285	-0.688269676	0.501190829	0.874838263	-5.484769725
APPL1	-0.609404815	4.905711338	-1.2247265	0.238493733	0.733992429	-5.526778377
ULK4	-0.609420952	4.270984285	-1.378942229	0.186981647	0.690532696	-5.337336906
PPIAL4G	-0.609646419	4.007236843	-1.264692039	0.22418453	0.719200654	-5.470161129
VNN3	-0.609671768	4.11569344	-1.278241308	0.219488875	0.714414347	-5.457012574
TEX9	-0.609726447	5.681524008	-1.293837895	0.2141799	0.708997984	-5.438035208
USP14	-0.60977202	4.614158256	-1.243388115	0.23172634	0.728533531	-5.504914589
TMEM81	-0.609845008	-0.376947877	-0.632335754	0.536145067	0.879465592	-5.556625234
PTP4A1	-0.609903672	4.654063714	-1.256004315	0.227236551	0.72387186	-5.490480692
MYL6BP1	-0.609995399	-1.102724427	-0.590387889	0.563219036	0.89297358	-5.542387541
CMYA5	-0.610208167	3.53776448	-0.963439737	0.349735464	0.821412118	-5.768825476
TBC1D12	-0.610276585	5.659975762	-1.287592336	0.216293544	0.711745735	-5.445831991
NEK7	-0.610408095	4.73045035	-1.160644562	0.262897259	0.759155422	-5.598489759
ZNF470	-0.61049946	4.839096365	-1.388653967	0.184063472	0.688739914	-5.32950432
WEE1	-0.610688515	5.791439335	-1.348174305	0.19647457	0.696166004	-5.370184919
CCK	-0.610728854	-0.061632545	-0.654761969	0.521970329	0.877852142	-5.57605293
PMPCB	-0.610767202	3.914872856	-1.314900812	0.207171979	0.704596681	-5.407655213
RP11-39H3.1	-0.610826059	-1.967888863	-0.62494916	0.540860002	0.882182693	-5.568677781
NALCN	-0.610959483	3.611230244	-1.274318048	0.220840502	0.715331958	-5.44412983
NPIPA1	-0.610985371	5.53669353	-1.291593047	0.214937723	0.709942617	-5.442956596
WDR63	-0.611158644	0.610379474	-0.912742409	0.374995065	0.82865761	-5.476363903
FAM205A	-0.611167021	1.548873456	-0.941867176	0.360335981	0.821412118	-5.583402146
DOCK7	-0.611301568	5.240270014	-1.399870303	0.180739309	0.684599377	-5.313086947
CRMP1	-0.611391933	3.367241391	-1.292576594	0.214605434	0.709431985	-5.409498197
RPGRIP1L	-0.611527217	4.42318461	-1.314572847	0.207279684	0.704665571	-5.418957768
MTATP6P7	-0.61154946	-1.096607743	-0.650186398	0.524845132	0.877852142	-5.508158945
C12ORF42	-0.611646964	1.414932295	-0.938704796	0.36190835	0.823006457	-5.56742669
ROS1	-0.611769592	1.092452438	-0.848412083	0.408785628	0.851996562	-5.597653731
KCTD10	-0.611915094	4.802120059	-1.263591248	0.224569455	0.719659737	-5.481916766
LA16C-306E5.1	-0.612122821	-1.124598516	-0.680202255	0.506149511	0.875823139	-5.489837809
TBC1D10C	-0.612195197	3.714227248	-1.358366186	0.193288007	0.692689526	-5.347125811
TPH1	-0.612315667	2.01321889	-1.14755345	0.268107882	0.760732955	-5.444111554
TLR4	-0.61238053	2.705540376	-1.113641083	0.28196686	0.776011242	-5.55781444
CYP26B1	-0.612401385	2.934888783	-1.314018898	0.207461704	0.704665571	-5.352980013
PIGL	-0.612405563	4.312314138	-1.213606408	0.242598425	0.738295903	-5.535776579
NCKAP1	-0.61241306	6.113684257	-1.359523733	0.192928738	0.692268422	-5.34975278
EEF2K	-0.612415563	5.864589931	-1.260332943	0.225711855	0.721941941	-5.474385386
PCSK7	-0.612436381	7.150008897	-1.287337703	0.216380065	0.711745735	-5.409681507
UBE2Q2P2	-0.612488556	2.481568492	-1.199543501	0.247867094	0.745728808	-5.442198175
SLMAP	-0.612514869	6.424590943	-1.193771937	0.250054658	0.748170806	-5.538022744
C1ORF168	-0.612541058	4.95922037	-1.202779764	0.246646912	0.744376831	-5.55150149
UNC5D	-0.612563065	1.420042973	-1.002777241	0.330968897	0.816370222	-5.509745021
PTAR1	-0.61258737	4.234077244	-1.389529343	0.183802265	0.688739914	-5.323305114
SPCS2P4	-0.612656121	-1.772378078	-0.616234759	0.546451579	0.882687559	-5.559283285
WTAP	-0.612747591	3.933088202	-1.296640398	0.21323679	0.708443479	-5.430161538
WDYHV1	-0.612760386	1.775430191	-1.048228271	0.310188928	0.793959284	-5.514880786
AKIRIN2	-0.612793295	3.032648921	-1.048303072	0.310155525	0.79395334	-5.653669382
TRANK1	-0.612811469	5.038952481	-1.390055198	0.183645498	0.688739914	-5.327074192
TRIM72	-0.612889508	5.44199903	-1.268384359	0.222897173	0.717497998	-5.471758708
OR14L1P	-0.612919238	-1.001770917	-0.666400777	0.514697923	0.877852142	-5.499111851
ENAH	-0.613154774	6.324356395	-1.025826967	0.320310022	0.802814994	-5.716914479
LCN15	-0.613242642	3.599514262	-1.302576671	0.211249943	0.705572855	-5.410003564
CCAR1	-0.613274055	5.419147593	-1.32014337	0.205456345	0.703804433	-5.41020782
CDK17	-0.613687555	5.018822646	-1.36159512	0.19228718	0.691516364	-5.362877848
RBFOX1	-0.613690633	2.658601358	-1.231687885	0.235951591	0.732701399	-5.424233296
FBXO38	-0.613767016	4.201484594	-1.413992203	0.1766237	0.678646379	-5.291524773
NUP210L	-0.613768199	2.078303905	-1.01086663	0.327199786	0.811926346	-5.590439741
C10ORF82	-0.613816091	1.611883195	-0.975574851	0.343868645	0.821412118	-5.561685322
VIPAS39	-0.613863282	3.33406251	-1.365662405	0.191032448	0.690532696	-5.318629314
ERICH3	-0.614158694	2.53127848	-1.154190431	0.265456532	0.759831763	-5.497095759
ADCY4	-0.614201076	4.197788953	-1.40358647	0.17964879	0.68268992	-5.304741393
SEC31A	-0.614244524	6.332552019	-1.206272172	0.245335336	0.742707388	-5.526288486
WDR87	-0.614264713	2.8499442	-0.967170641	0.347924354	0.821412118	-5.716141744
TMEM233	-0.614307997	0.427490627	-0.816410139	0.426314893	0.866048898	-5.528708014
AC103563.7	-0.614339563	-1.469663404	-0.699468856	0.494354198	0.874838263	-5.488263612
RP3-486D24.1	-0.614339563	-1.469663404	-0.699468856	0.494354198	0.874838263	-5.488263612
FCF1P2	-0.614475635	-1.610996221	-0.648861484	0.525679225	0.877852142	-5.528174115
AC008984.7	-0.614475635	-1.610996221	-0.648861484	0.525679225	0.877852142	-5.528174115
ATP1B2	-0.614527832	3.284564493	-1.36277538	0.191922395	0.690944151	-5.319083577
STX2	-0.614542796	3.000835827	-0.972893029	0.345159231	0.821412118	-5.723872738
ASS1P7	-0.614615942	-0.316519531	-0.734802572	0.473146672	0.874838263	-5.497073082
GOLGA8CP	-0.614639374	-0.11376094	-0.603893235	0.554423912	0.888318547	-5.600047734
ASXL1	-0.614753762	6.946976676	-1.307742934	0.209532781	0.704798354	-5.391466587
SLCO4A1	-0.614771475	2.570046117	-1.134300613	0.273461726	0.765816178	-5.522454515
C14ORF132	-0.614884967	3.998225391	-1.156664697	0.264473189	0.759694959	-5.592098864
DHRS12	-0.6149282	2.42971602	-1.214080249	0.242422415	0.738032374	-5.42037849
SC5D	-0.614951296	2.336943598	-1.1618581	0.262418144	0.758996303	-5.467544621
KRT128P	-0.614957229	-0.689359397	-0.624908693	0.540885894	0.882182693	-5.537659741
IPO7P2	-0.615028279	-0.596277682	-0.790298664	0.440968558	0.874838263	-5.43598446
EMBP1	-0.615042523	0.599005113	-0.852085479	0.406803978	0.850537473	-5.524612989
RP11-420K10.1	-0.615065546	-1.504071883	-0.734581418	0.473277684	0.874838263	-5.466847791
RP11-215P8.1	-0.615065546	-1.504071883	-0.734581418	0.473277684	0.874838263	-5.466847791
RP1-274L7.3	-0.615065546	-1.504071883	-0.734581418	0.473277684	0.874838263	-5.466847791
ST13P13	-0.615065546	-1.504071883	-0.734581418	0.473277684	0.874838263	-5.466847791
HNRNPA1P5	-0.615065546	-1.504071883	-0.734581418	0.473277684	0.874838263	-5.466847791
AC108938.3	-0.615065546	-1.504071883	-0.734581418	0.473277684	0.874838263	-5.466847791
FARS2	-0.615070753	4.508576097	-1.377933377	0.187286922	0.690532696	-5.341688184
COL11A2P1	-0.615178119	-0.430247967	-0.560677343	0.582823861	0.903106601	-5.591756744
RP11-203I2.2	-0.615259835	2.404918569	-1.249915846	0.229394731	0.726334438	-5.376998235
RXRG	-0.615403515	0.878406118	-0.938161304	0.362179054	0.823242396	-5.491911868
MME	-0.615508653	3.331783559	-0.931748114	0.365383854	0.826154183	-5.78590154
MARK2P4	-0.615757234	1.417718432	-1.009253841	0.32794879	0.812569457	-5.503327472
RP11-94P14.1	-0.615841953	-1.997984237	-0.718236125	0.483021061	0.874838263	-5.512509235
RPL21P13	-0.615841953	-1.997984237	-0.718236125	0.483021061	0.874838263	-5.512509235
UQCRHP2	-0.615841953	-1.997984237	-0.718236125	0.483021061	0.874838263	-5.512509235
LAMTOR3	-0.615880361	3.064303413	-1.336498111	0.200176903	0.69719736	-5.33599126
ZNF613	-0.615931071	1.777061008	-0.871147569	0.39662193	0.841228581	-5.67591235
INSL4	-0.616000658	0.748123432	-0.95277281	0.354949696	0.821412118	-5.460865562
CBLN2	-0.616021933	2.356742204	-1.035084435	0.31609904	0.799385306	-5.60042446
VN1R1	-0.616302212	-0.102585318	-0.671185552	0.511725019	0.877852142	-5.561160145
ZMYM5	-0.616661308	3.985913947	-1.34391237	0.197819543	0.69714622	-5.374362931
PSEN1	-0.616734566	6.356317335	-1.345368332	0.197359245	0.696932718	-5.361689559
PAN3	-0.616764437	5.982413326	-1.298313049	0.212675469	0.707606286	-5.427152467
PRKAR1AP1	-0.616812567	-0.7376105	-0.732039943	0.474784828	0.874838263	-5.467998948
CALCOCO1	-0.616883948	5.903665027	-1.374339346	0.188377743	0.690532696	-5.335564867
LYSMD3	-0.61690168	1.077241095	-0.924556235	0.369000808	0.827627169	-5.531922884
CBLN4	-0.617082252	1.078565418	-0.94484842	0.358857987	0.821412118	-5.514354242
HNRNPA1P2	-0.617094835	-1.124598516	-0.706129599	0.490314151	0.874838263	-5.47336261
TECTB	-0.6172749	-0.419439443	-0.614805464	0.547371674	0.883551948	-5.563033498
TMEM256P2	-0.617401629	-1.124598516	-0.701787618	0.492945551	0.874838263	-5.476161794
RP11-391J13.1	-0.617408181	-0.878943318	-0.752301858	0.462849643	0.874838263	-5.447340662
SNRPN	-0.6175016	4.717618901	-0.924464422	0.369047139	0.827678404	-5.833901271
GFRAL	-0.617615123	1.058809721	-0.839721988	0.413498617	0.855707296	-5.599754485
FAM135B	-0.617632997	4.155481408	-1.296645018	0.213235238	0.708443479	-5.435992023
TNFRSF13C	-0.617655321	3.279663315	-1.249971944	0.229374773	0.726334438	-5.454072492
LL22NC03-30E12.10	-0.617716548	-1.265931333	-0.71877643	0.482697088	0.874838263	-5.467731793
RP1-228P16.1	-0.617716548	-1.265931333	-0.71877643	0.482697088	0.874838263	-5.467731793
RP11-69L16.6	-0.617716548	-1.265931333	-0.71877643	0.482697088	0.874838263	-5.467731793
HSPE1P20	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
IGHVIII-47-1	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
IGLV2-18	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
XXBAC-BPG299F13.15	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
RP5-1087E8.2	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
RP5-1120P11.4	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
RPL10P14	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
RCC2P2	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
PRM1	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
RPL34P23	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
RPSAP47	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
VN1R76P	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
AC000081.2	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
AC007204.3	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
RP11-726G23.11	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
DUTP1	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
CTD-3193K9.1	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
RP11-468N14.6	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
FAM60CP	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
NDUFA8P1	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
NPM1P4	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
EDDM3DP	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
OFD1P11Y	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
OR7E101P	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
PGAM1P10	-0.617769268	-2.120811836	-0.712203658	0.486646982	0.874838263	-5.524943174
CBWD3	-0.617815998	4.340965485	-1.288300319	0.216053121	0.711322049	-5.449366467
TMC8	-0.618072964	4.326641786	-1.364450364	0.191405662	0.690532696	-5.35634723
